model_type,variant,class_weight_strategy,stat,n_runs,n_features,n_train,n_val,val_acc_mean,val_acc_run_std,val_f1_macro_mean,val_f1_macro_run_std,cv_acc_mean,cv_acc_fold_std,cv_acc_run_std,cv_f1_macro_mean,cv_f1_macro_fold_std,cv_f1_macro_run_std
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,REDCARDS,2,249,1444,362,0.75825,0.004149999999999987,0.33215,0.00495000000000001,0.7483500000000001,0.08535,0.012949999999999962,0.34165,0.01185,0.0008500000000000174
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,SHOTS_ON_TARGET,2,249,1444,362,0.64915,0.02485000000000004,0.4942,0.002899999999999986,0.63205,0.02025,0.007449999999999957,0.4837,0.0293,0.001799999999999996
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,YELLOWCARDS,2,249,1444,362,0.45994999999999997,0.006949999999999984,0.3935,0.012699999999999989,0.4128,0.0378,0.00030000000000002247,0.3798,0.0241,0.006499999999999978
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,CORNERS,2,135,1444,362,0.62705,0.01934999999999998,0.41775,0.0011499999999999844,0.6008,0.01985,0.0032999999999999696,0.42335,0.018000000000000002,0.006249999999999978
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,FOULS,2,135,1444,362,0.5027999999999999,0.013799999999999979,0.39905,0.004849999999999993,0.4959,0.0348,0.0014000000000000123,0.40264999999999995,0.02655,0.004849999999999993
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,GOALS,2,135,1444,362,0.60635,0.006949999999999956,0.48235,0.022550000000000014,0.58525,0.022,0.0027499999999999747,0.4642,0.0166,0.009000000000000008
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,OFFSIDES,2,135,1444,362,0.4986,0.0014000000000000123,0.4804,0.0039000000000000146,0.48285,0.02145,0.0027499999999999747,0.4767,0.02105,0.0032999999999999974
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,REDCARDS,2,135,1444,362,0.8190500000000001,0.040049999999999975,0.31905,0.010950000000000015,0.80515,0.0537,0.01934999999999998,0.32120000000000004,0.0127,0.00839999999999999
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,SHOTS_ON_TARGET,2,135,1444,362,0.6657500000000001,0.03594999999999998,0.46725,0.005049999999999999,0.64125,0.02995,0.0016500000000000403,0.4673,0.021900000000000003,0.0016999999999999793
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,YELLOWCARDS,2,135,1444,362,0.48755,0.009649999999999992,0.4101,0.008700000000000013,0.44715,0.011349999999999999,0.004149999999999987,0.37585,0.01145,0.005849999999999994
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,CORNERS,2,135,1444,362,0.61605,0.00275000000000003,0.44035,0.0025499999999999967,0.59055,0.022,0.011349999999999971,0.43710000000000004,0.0161,0.0022999999999999965
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,FOULS,2,135,1444,362,0.50415,0.015149999999999997,0.4227,0.005599999999999994,0.4737,0.02135,0.0058,0.40764999999999996,0.0223,0.0072500000000000064
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,GOALS,2,135,1444,362,0.5884,0.024899999999999978,0.4911,0.0068999999999999895,0.57805,0.02125,0.0022500000000000298,0.494,0.0217,0.0030000000000000027
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,OFFSIDES,2,135,1444,362,0.47514999999999996,0.013850000000000001,0.46055,0.009149999999999991,0.482,0.01635,0.001899999999999985,0.4789,0.015449999999999998,0.0022999999999999965
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,REDCARDS,2,135,1444,362,0.7887,0.02350000000000002,0.32685,0.008650000000000019,0.7594000000000001,0.0607,0.01579999999999998,0.33694999999999997,0.0109,0.015350000000000003
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,SHOTS_ON_TARGET,2,135,1444,362,0.6602,0.008299999999999974,0.4676,0.0022999999999999965,0.62985,0.0179,0.0008500000000000174,0.4837,0.014950000000000001,0.0021000000000000185
classifier_mlp,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,YELLOWCARDS,2,135,1444,362,0.4572,0.006900000000000017,0.4112,0.0068000000000000005,0.4358,0.01575,0.006099999999999994,0.3917,0.014700000000000001,0.009099999999999997
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,CORNERS,2,249,1444,362,0.63815,0.011050000000000004,0.41405000000000003,0.009049999999999975,0.6146,0.012,0.0,0.4072,0.01355,0.00020000000000000573
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,FOULS,2,249,1444,362,0.51795,0.004149999999999987,0.4174,0.003500000000000003,0.4762,0.016050000000000002,0.0039000000000000146,0.36939999999999995,0.0238,0.0022999999999999965
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,GOALS,2,249,1444,362,0.6202,0.006900000000000017,0.46640000000000004,0.0002999999999999947,0.58085,0.013850000000000001,0.0022499999999999742,0.46809999999999996,0.01465,0.0002999999999999947
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,OFFSIDES,2,249,1444,362,0.4572,0.020699999999999996,0.44815000000000005,0.020350000000000007,0.45985,0.012450000000000001,0.004750000000000004,0.4561,0.01215,0.0049000000000000155
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,REDCARDS,2,249,1444,362,0.85775,0.0013499999999999623,0.30779999999999996,0.0002999999999999947,0.8422000000000001,0.012,0.0011000000000000454,0.3089,0.00885,0.0005000000000000004
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,SHOTS_ON_TARGET,2,249,1444,362,0.6754,0.0013999999999999568,0.44305,0.0045499999999999985,0.6531,0.020450000000000003,0.0014000000000000123,0.44655,0.01265,0.0016499999999999848
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,YELLOWCARDS,2,249,1444,362,0.4586,0.008300000000000002,0.36555000000000004,0.014250000000000013,0.42695000000000005,0.0224,0.0027500000000000024,0.36275,0.0138,0.0009500000000000064
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,CORNERS,2,249,1444,362,0.587,0.0014000000000000123,0.42925,0.01185,0.5800000000000001,0.0189,0.007500000000000007,0.4209,0.015099999999999999,0.0040999999999999925
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,FOULS,2,249,1444,362,0.4655,0.015200000000000019,0.39215,0.007749999999999979,0.45045,0.019799999999999998,0.005250000000000005,0.39115,0.02395,0.005850000000000022
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,GOALS,2,249,1444,362,0.5649,0.0014000000000000123,0.4831,0.00839999999999999,0.56505,0.030350000000000002,0.0041500000000000425,0.48305,0.0217,0.007050000000000001
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,OFFSIDES,2,249,1444,362,0.4337,0.04140000000000002,0.42684999999999995,0.042050000000000004,0.45594999999999997,0.02135,0.011349999999999999,0.45475,0.019450000000000002,0.011149999999999993
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,REDCARDS,2,249,1444,362,0.7679499999999999,0.005549999999999999,0.3832,0.009700000000000014,0.7589,0.02105,0.019100000000000006,0.3369,0.0204,0.0058
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,SHOTS_ON_TARGET,2,249,1444,362,0.62845,0.009649999999999992,0.47145000000000004,0.008650000000000019,0.6232,0.024550000000000002,0.011900000000000022,0.47075,0.023200000000000002,0.002850000000000019
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,YELLOWCARDS,2,249,1444,362,0.4199,0.027600000000000013,0.3855,0.02579999999999999,0.42195,0.025099999999999997,0.009450000000000014,0.37734999999999996,0.016050000000000002,0.01235
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,CORNERS,2,135,1444,362,0.6477999999999999,0.0014000000000000123,0.41500000000000004,0.00020000000000000573,0.6149,0.0077,0.005299999999999971,0.40249999999999997,0.0118,0.003999999999999976
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,FOULS,2,135,1444,362,0.52345,0.012450000000000017,0.39045,0.0020499999999999963,0.48975,0.020499999999999997,0.005250000000000005,0.3621,0.02275,0.0007999999999999952
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,GOALS,2,135,1444,362,0.6381,0.005499999999999949,0.48225,0.003049999999999997,0.5969,0.017099999999999997,0.0043999999999999595,0.45840000000000003,0.017099999999999997,0.00470000000000001
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,OFFSIDES,2,135,1444,362,0.44335,0.017949999999999994,0.43095,0.015849999999999975,0.47455,0.0223,0.005550000000000027,0.46755,0.0212,0.00605
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,REDCARDS,2,135,1444,362,0.8591,0.0,0.3081,0.0,0.8455,0.0107,0.0,0.3054,0.0021,0.0
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,SHOTS_ON_TARGET,2,135,1444,362,0.70305,0.0041500000000000425,0.46255,0.0016500000000000126,0.6592,0.022949999999999998,0.006399999999999961,0.44375,0.015,0.0045499999999999985
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,YELLOWCARDS,2,135,1444,362,0.4862,0.005500000000000005,0.38205,0.0014500000000000068,0.4579,0.02075,0.0011000000000000176,0.3459,0.01695,0.004299999999999998
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,CORNERS,2,135,1444,362,0.62845,0.0013500000000000179,0.41325,0.0014500000000000068,0.5941,0.012,0.0,0.40715,0.012199999999999999,0.0019500000000000073
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,FOULS,2,135,1444,362,0.50275,0.011050000000000004,0.41425,0.01185,0.4798,0.02005,0.0058,0.40585,0.0196,0.00495000000000001
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,GOALS,2,135,1444,362,0.6326,0.005500000000000005,0.5064,0.0067000000000000115,0.5916,0.02455,0.006900000000000017,0.49405,0.0252,0.006550000000000028
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,OFFSIDES,2,135,1444,362,0.46135,0.027650000000000008,0.45035000000000003,0.02614999999999998,0.49005,0.01685,0.0011500000000000121,0.4863,0.01385,0.0010999999999999899
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,REDCARDS,2,135,1444,362,0.8315,0.0,0.3027,0.0,0.82365,0.01315,0.00024999999999997247,0.315,0.01655,0.0041999999999999815
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,SHOTS_ON_TARGET,2,135,1444,362,0.67815,0.004149999999999987,0.45375,0.0024500000000000077,0.6426000000000001,0.021400000000000002,0.0025000000000000022,0.4587,0.020450000000000003,0.0014000000000000123
classifier_mlp_multioutput,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,YELLOWCARDS,2,135,1444,362,0.46409999999999996,0.008300000000000002,0.38954999999999995,0.0002500000000000002,0.4333,0.019950000000000002,0.00639999999999999,0.37345,0.01975,0.00824999999999998
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,CORNERS,2,249,1444,362,0.645,0.0014000000000000123,0.41275,0.0021499999999999853,0.60215,0.018750000000000003,0.003049999999999997,0.3867,0.014700000000000001,0.0005999999999999894
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,FOULS,2,249,1444,362,0.5359,0.00830000000000003,0.44355,0.0005499999999999949,0.47815,0.018,0.003049999999999997,0.36695,0.0225,0.00035000000000001696
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,GOALS,2,249,1444,362,0.634,0.006900000000000017,0.5243500000000001,0.01765,0.5778,0.022449999999999998,0.01629999999999998,0.46515,0.0203,0.012550000000000006
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,OFFSIDES,2,249,1444,362,0.4848,0.012399999999999994,0.45975,0.0012500000000000011,0.48365,0.02385,0.005250000000000005,0.4612,0.02785,0.022799999999999987
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,REDCARDS,2,249,1444,362,0.8591,0.0,0.3081,0.0,0.8455,0.0107,0.0,0.3054,0.0021,0.0
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,SHOTS_ON_TARGET,2,249,1444,362,0.68645,0.009650000000000047,0.46115,0.00035000000000001696,0.63265,0.0187,0.003049999999999997,0.43015000000000003,0.0144,0.003949999999999981
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,none,YELLOWCARDS,2,249,1444,362,0.44615,0.0013500000000000179,0.3871,0.010099999999999998,0.38980000000000004,0.01965,0.013300000000000006,0.3273,0.0206,0.006099999999999994
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,CORNERS,2,249,1444,362,0.62845,0.006949999999999956,0.44265,0.009950000000000014,0.5813999999999999,0.015349999999999999,0.01050000000000001,0.39515,0.0203,0.0037499999999999756
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,FOULS,2,249,1444,362,0.53315,0.005549999999999999,0.4599,0.001799999999999996,0.4848,0.0221,0.0002999999999999947,0.4114,0.026500000000000003,0.0022999999999999965
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,GOALS,2,249,1444,362,0.6035999999999999,0.009699999999999986,0.52415,0.002950000000000008,0.5714,0.023,0.0039000000000000146,0.49405,0.0223,0.0016499999999999848
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,OFFSIDES,2,249,1444,362,0.4724,0.0,0.4566,0.0002999999999999947,0.47865,0.024300000000000002,0.005250000000000005,0.4647,0.027049999999999998,0.008599999999999997
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,REDCARDS,2,249,1444,362,0.8439,0.015199999999999991,0.34299999999999997,0.034900000000000014,0.8325,0.00745,0.013000000000000012,0.3151,0.00975,0.009699999999999986
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,SHOTS_ON_TARGET,2,249,1444,362,0.65055,0.0013500000000000179,0.47865,0.010250000000000009,0.6226499999999999,0.025599999999999998,0.007450000000000012,0.4579,0.02095,0.0015000000000000013
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_raw_stage_sum,sqrt,YELLOWCARDS,2,249,1444,362,0.4696,0.008300000000000002,0.38939999999999997,0.008700000000000013,0.42445,0.026049999999999997,0.010249999999999981,0.3378,0.014849999999999999,0.0030999999999999917
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,CORNERS,2,135,1444,362,0.6229,0.0013999999999999568,0.41779999999999995,0.002799999999999997,0.57945,0.0205,0.009149999999999991,0.38705,0.01625,0.010450000000000015
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,FOULS,2,135,1444,362,0.5318,0.006899999999999962,0.45155,0.007550000000000001,0.4859,0.02145,0.00030000000000002247,0.3829,0.02055,0.010599999999999998
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,GOALS,2,135,1444,362,0.62565,0.004149999999999987,0.51345,0.0037499999999999756,0.56445,0.024,0.003049999999999997,0.4582,0.02265,0.006699999999999984
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,OFFSIDES,2,135,1444,362,0.48205,0.004150000000000015,0.46675,0.0024500000000000077,0.4842,0.01865,0.003599999999999992,0.47314999999999996,0.019299999999999998,0.010449999999999987
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,REDCARDS,2,135,1444,362,0.8591,0.0,0.3081,0.0,0.8455,0.0107,0.0,0.3054,0.0021,0.0
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,SHOTS_ON_TARGET,2,135,1444,362,0.6892,0.0014000000000000123,0.45055,0.0034500000000000086,0.65535,0.030400000000000003,0.008050000000000002,0.43935,0.0234,0.008649999999999991
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,none,YELLOWCARDS,2,135,1444,362,0.47514999999999996,0.02485000000000001,0.39105,0.009149999999999991,0.4225,0.0229,0.024900000000000005,0.3406,0.0213,0.012500000000000011
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,CORNERS,2,135,1444,362,0.64775,0.0041500000000000425,0.43755,0.012550000000000006,0.59885,0.0185,0.003049999999999997,0.40285000000000004,0.016149999999999998,0.0011500000000000121
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,FOULS,2,135,1444,362,0.5442,0.0028000000000000247,0.4633,0.005400000000000016,0.49060000000000004,0.0231,0.001700000000000007,0.41575,0.03315,0.0023500000000000187
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,GOALS,2,135,1444,362,0.62565,0.004149999999999987,0.51985,0.003149999999999986,0.5725,0.0295,0.0021999999999999797,0.46665,0.028499999999999998,0.002250000000000002
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,OFFSIDES,2,135,1444,362,0.47925,0.004149999999999987,0.46775,0.004149999999999987,0.48475,0.015050000000000001,0.0019500000000000073,0.48035,0.016149999999999998,0.005049999999999999
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,REDCARDS,2,135,1444,362,0.8591,0.0,0.3081,0.0,0.8455,0.0107,0.0,0.3054,0.0021,0.0
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,SHOTS_ON_TARGET,2,135,1444,362,0.6657500000000001,0.005549999999999999,0.48535,0.011050000000000004,0.6395500000000001,0.0225,0.0011500000000000399,0.45535000000000003,0.017349999999999997,0.004949999999999982
classifier_xgb,cform_diffmean_diffsum_form_mean_nplayers_stage_sum,sqrt,YELLOWCARDS,2,135,1444,362,0.46825,0.004149999999999987,0.4005,0.0040000000000000036,0.4145,0.01645,0.00360000000000002,0.3435,0.017050000000000003,0.00470000000000001
